"","SAMPID","SMTS"
"452","GTEX-11EQ9-0726-SM-5A5K2","Esophagus"
"453","GTEX-11EQ9-0826-SM-5986Y","Esophagus"
"454","GTEX-11EQ9-0926-SM-5HL6I","Esophagus"
"455","GTEX-11EQ9-1026-SM-5H134","Pancreas"
"456","GTEX-11EQ9-1126-SM-5987I","Adipose Tissue"
"457","GTEX-11EQ9-1226-SM-5987E","Stomach"
"458","GTEX-11EQ9-1326-SM-5985X","Small Intestine"
"459","GTEX-11EQ9-1426-SM-5987G","Colon"
"460","GTEX-11EQ9-1526-SM-5PNY7","Colon"
"461","GTEX-11EQ9-1626-SM-5PNY8","Skin"
"462","GTEX-11EQ9-1726-SM-5HL6U","Prostate"
"463","GTEX-11EQ9-1826-SM-5Q5AJ","Breast"
"464","GTEX-11EQ9-1926-SM-5PNVV","Testis"
"465","GTEX-11EQ9-2026-SM-5P9JI","Salivary Gland"
"466","GTEX-11EQ9-2126-SM-5PNVW","Muscle"
"467","GTEX-11EQ9-2226-SM-5987H","Blood Vessel"
"468","GTEX-11EQ9-2326-SM-5HL5H","Nerve"
"469","GTEX-11EQ9-2426-SM-5HL5T","Skin"
"470","GTEX-11EQ9-2526-SM-5HL66","Adipose Tissue"
"471","GTEX-11GS4-0006-SM-5SI9M","Blood"
"472","GTEX-11GS4-0008-SM-5QGRA","Skin"
"473","GTEX-11GS4-0011-R1a-SM-DO129","Brain"
"474","GTEX-11GS4-0011-R2a-SM-DO942","Brain"
"475","GTEX-11GS4-0226-SM-5HL77","Skin"
"476","GTEX-11GS4-0326-SM-5N9F7","Blood Vessel"
"477","GTEX-11GS4-0426-SM-5N9CD","Heart"
"478","GTEX-11GS4-0526-SM-5A5KQ","Heart"
"479","GTEX-11GS4-0626-SM-5A5LC","Blood Vessel"
"480","GTEX-11GS4-0826-SM-5986J","Thyroid"
"481","GTEX-11GS4-1026-SM-5N9DE","Adipose Tissue"
"482","GTEX-11GS4-1426-SM-5N9D2","Esophagus"
"483","GTEX-11GS4-1826-SM-5HL4T","Colon"
"484","GTEX-11GS4-2026-SM-5N9CP","Testis"
"485","GTEX-11GS4-2126-SM-5A5KR","Breast"
"486","GTEX-11GS4-2326-SM-5A5KS","Kidney"
"487","GTEX-11GS4-2526-SM-5A5KT","Muscle"
"488","GTEX-11GS4-2626-SM-5A5LD","Adipose Tissue"
"489","GTEX-11GS4-2726-SM-5A5LE","Skin"
"490","GTEX-11GS4-2826-SM-5HL56","Nerve"
"491","GTEX-11GS4-2926-SM-5A5LF","Blood Vessel"
"492","GTEX-11GS4-3026-SM-5A5LG","Pituitary"
"493","GTEX-11GS4-3126-SM-5A5LH","Brain"
"494","GTEX-11GSO-0005-SM-5O9CA","Blood"
"495","GTEX-11GSO-0011-R1b-SM-57WD3","Brain"
"496","GTEX-11GSO-0011-R2a-SM-57WDF","Brain"
"497","GTEX-11GSO-0011-R3b-SM-57WB2","Brain"
"498","GTEX-11GSO-0226-SM-5A5LV","Adipose Tissue"
"499","GTEX-11GSO-0626-SM-5A5LW","Thyroid"
"500","GTEX-11GSO-1926-SM-5A5K3","Breast"
"501","GTEX-11GSO-2326-SM-5A5LX","Adipose Tissue"
"502","GTEX-11GSO-2426-SM-5A5LY","Skin"
"503","GTEX-11GSO-2526-SM-5PNVX","Muscle"
"504","GTEX-11GSO-2626-SM-5Q5AK","Nerve"
"505","GTEX-11GSO-2826-SM-5HL6Q","Pituitary"
"506","GTEX-11GSO-2926-SM-5HL73","Brain"
"507","GTEX-11GSO-3026-SM-5Q5AL","Brain"
"508","GTEX-11GSP-0006-SM-5N9EL","Blood"
"509","GTEX-11GSP-0008-SM-5Q5DM","Skin"
"510","GTEX-11GSP-0011-R10a-SM-5NQ7J","Brain"
"511","GTEX-11GSP-0011-R11b-SM-5NQ7V","Brain"
"512","GTEX-11GSP-0011-R1a-SM-9QEJ3","Brain"
"513","GTEX-11GSP-0011-R2b-SM-9QEGE","Brain"
"514","GTEX-11GSP-0011-R3a-SM-9QEGF","Brain"
"515","GTEX-11GSP-0011-R5a-SM-57WBE","Brain"
"516","GTEX-11GSP-0011-R6b-SM-57WBQ","Brain"
"517","GTEX-11GSP-0011-R7b-SM-57WC3","Brain"
"518","GTEX-11GSP-0011-R8b-SM-5NQ79","Brain"
"519","GTEX-11GSP-0011-R9b-SM-5NQ77","Brain"
"520","GTEX-11GSP-0126-SM-5A5KU","Thyroid"
"521","GTEX-11GSP-0226-SM-5A5KV","Ovary"
"522","GTEX-11GSP-0326-SM-5A5KW","Adrenal Gland"
"523","GTEX-11GSP-0426-SM-5A5KX","Pancreas"
"524","GTEX-11GSP-0626-SM-5986T","Liver"
"525","GTEX-11GSP-0726-SM-5986L","Lung"
"526","GTEX-11GSP-0926-SM-9WYSG","Breast"
"527","GTEX-11GSP-1026-SM-9WYSH","Adipose Tissue"
"528","GTEX-11GSP-1126-SM-5A5LM","Blood Vessel"
"529","GTEX-11GSP-1226-SM-5985M","Heart"
"530","GTEX-11GSP-1326-SM-5A5KY","Heart"
"531","GTEX-11GSP-1626-SM-5986N","Colon"
"532","GTEX-11GSP-1726-SM-5A5LI","Esophagus"
"533","GTEX-11GSP-1826-SM-5N9DQ","Esophagus"
"534","GTEX-11GSP-2126-SM-5HL5E","Stomach"
"535","GTEX-11GSP-2226-SM-5HL5Q","Vagina"
"536","GTEX-11GSP-2326-SM-5HL63","Skin"
"537","GTEX-11GSP-2426-SM-5N9BD","Uterus"
"538","GTEX-11GSP-2526-SM-5N9BP","Skin"
"539","GTEX-11GSP-2726-SM-5A5LJ","Muscle"
"540","GTEX-11GSP-2826-SM-5A5LK","Nerve"
"541","GTEX-11GSP-2926-SM-5N9C2","Blood Vessel"
"542","GTEX-11GSP-3026-SM-5N9CE","Pituitary"
"543","GTEX-11GSP-3126-SM-5A5LL","Brain"
"544","GTEX-11GSP-3226-SM-5986O","Brain"
"545","GTEX-11H98-0008-SM-5QGR8","Skin"
"546","GTEX-11H98-0011-R10b-SM-5NQ98","Brain"
"547","GTEX-11H98-0011-R11b-SM-5NQ6U","Brain"
"548","GTEX-11H98-0011-R5b-SM-57WCF","Brain"
"549","GTEX-11H98-0011-R8a-SM-5NQ8V","Brain"
"550","GTEX-11H98-0126-SM-5EGHG","Skin"
"551","GTEX-11H98-0226-SM-5NQ89","Adipose Tissue"
"552","GTEX-11H98-0326-SM-5HL4S","Muscle"
"553","GTEX-11H98-0426-SM-5HL55","Nerve"
"554","GTEX-11I78-0001-SM-5Q5BE","Blood"
"555","GTEX-11I78-0005-SM-5N9GB","Blood"
"556","GTEX-11I78-0008-SM-5Q5DI","Skin"
"557","GTEX-11I78-0126-SM-5HL6F","Lung"
"558","GTEX-11I78-0226-SM-5HL6R","Adipose Tissue"
"559","GTEX-11I78-0526-SM-5986A","Thyroid"
"560","GTEX-11I78-0626-SM-5A5LZ","Pancreas"
"561","GTEX-11I78-0726-SM-5A5M1","Blood Vessel"
"562","GTEX-11I78-0826-SM-5A5K4","Heart"
"563","GTEX-11I78-1026-SM-5HL74","Blood Vessel"
"564","GTEX-11I78-1126-SM-5A5K5","Small Intestine"
"565","GTEX-11I78-1226-SM-5A5K6","Colon"
"566","GTEX-11I78-1326-SM-5PNY9","Colon"
"567","GTEX-11I78-1426-SM-5PNVY","Esophagus"
"568","GTEX-11I78-1526-SM-5A5K7","Esophagus"
"569","GTEX-11I78-1726-SM-5A5M3","Stomach"
"570","GTEX-11I78-1826-SM-5A5M4","Adrenal Gland"
"571","GTEX-11I78-1926-SM-59878","Ovary"
"572","GTEX-11I78-2026-SM-5987C","Vagina"
"573","GTEX-11I78-2126-SM-5A5K8","Uterus"
"574","GTEX-11I78-2226-SM-5PNYA","Breast"
"575","GTEX-11I78-2326-SM-5Q5AH","Blood Vessel"
"576","GTEX-11I78-2426-SM-5A5K9","Muscle"
"577","GTEX-11I78-2626-SM-5Q5AI","Adipose Tissue"
"578","GTEX-11LCK-0005-SM-5O98U","Blood"
"579","GTEX-11LCK-0008-SM-5Q5BB","Skin"
"580","GTEX-11LCK-0126-SM-5A5M5","Spleen"
"581","GTEX-11LCK-0226-SM-5A5M6","Pancreas"
"582","GTEX-11LCK-0326-SM-5A5M7","Adipose Tissue"
"583","GTEX-11LCK-0426-SM-5A5M8","Lung"
"584","GTEX-11LCK-0526-SM-5A5M9","Thyroid"
"585","GTEX-11LCK-0726-SM-5PNYC","Blood Vessel"
"586","GTEX-11LCK-0826-SM-5PNYD","Heart"
"587","GTEX-11LCK-0926-SM-5A5KA","Heart"
"588","GTEX-11LCK-1026-SM-5A5KB","Skin"
"589","GTEX-11LCK-1126-SM-5A5KC","Adipose Tissue"
"590","GTEX-11LCK-1226-SM-5Q5AM","Muscle"
"591","GTEX-11LCK-1326-SM-5Q5AN","Nerve"
"592","GTEX-11LCK-1426-SM-5HL5R","Blood Vessel"
"593","GTEX-11LCK-1526-SM-5HL64","Esophagus"
"594","GTEX-11LCK-1626-SM-5PNYB","Esophagus"
"595","GTEX-11LCK-1726-SM-5S2OQ","Esophagus"
"596","GTEX-11LCK-1926-SM-5A5KE","Small Intestine"
"597","GTEX-11LCK-2026-SM-5A5MA","Colon"
"598","GTEX-11LCK-2226-SM-5HL4Q","Skin"
"599","GTEX-11LCK-2326-SM-5HL53","Testis"
"600","GTEX-11LCK-2426-SM-5HL5F","Breast"
"601","GTEX-11NSD-0008-SM-5Q5BC","Skin"
"602","GTEX-11NSD-0126-SM-5987F","Thyroid"
"603","GTEX-11NSD-0226-SM-5A5LR","Adrenal Gland"
"604","GTEX-11NSD-0326-SM-5A5LS","Lung"
"605","GTEX-11NSD-0426-SM-5N9CR","Spleen"
"606","GTEX-11NSD-0526-SM-5A5LT","Pancreas"
"607","GTEX-11NSD-0626-SM-5A5LU","Skin"
"608","GTEX-11NSD-0826-SM-5986S","Prostate"
"609","GTEX-11NSD-0926-SM-5N9DR","Breast"
"610","GTEX-11NSD-1026-SM-5N9BE","Testis"
"611","GTEX-11NSD-1126-SM-5N9BQ","Esophagus"
"612","GTEX-11NSD-1226-SM-5986Q","Esophagus"
"613","GTEX-11NSD-1426-SM-5HL67","Stomach"
"614","GTEX-11NSD-1626-SM-5986U","Colon"
"615","GTEX-11NSD-1726-SM-5N9C3","Small Intestine"
"616","GTEX-11NSD-1826-SM-5N9CF","Nerve"
"617","GTEX-11NSD-2026-SM-5HL5U","Muscle"
"618","GTEX-11NSD-2226-SM-5986V","Skin"
"619","GTEX-11NUK-0005-SM-5MR5F","Blood"
"620","GTEX-11NUK-0008-SM-5Q5B9","Skin"
"621","GTEX-11NUK-0011-R4a-SM-DO12B","Brain"
"622","GTEX-11NUK-0011-R5a-SM-DO93N","Brain"
"623","GTEX-11NUK-0011-R6a-SM-DO93O","Brain"
"624","GTEX-11NUK-0011-R7a-SM-DO93P","Brain"
"625","GTEX-11NUK-0126-SM-5A5L3","Skin"
"626","GTEX-11NUK-0226-SM-5A5L4","Muscle"
"627","GTEX-11NUK-0326-SM-5HL5K","Adipose Tissue"
"628","GTEX-11NUK-0426-SM-5HL5V","Nerve"
"629","GTEX-11NUK-0526-SM-5A5L5","Blood Vessel"
"630","GTEX-11NUK-0726-SM-5A5ME","Blood Vessel"
"631","GTEX-11NUK-0826-SM-5HL4U","Lung"
"632","GTEX-11NUK-0926-SM-5HL57","Heart"
"633","GTEX-11NUK-1026-SM-5HL5J","Thyroid"
"634","GTEX-11NUK-1226-SM-5P9GM","Liver"
"635","GTEX-11NUK-1326-SM-5P9GN","Esophagus"
"636","GTEX-11NUK-1426-SM-5HL68","Esophagus"
"637","GTEX-11NUK-1726-SM-5A5L2","Esophagus"
"638","GTEX-11NUK-2026-SM-5PNVZ","Adipose Tissue"
"639","GTEX-11NUK-2426-SM-5BC4U","Stomach"
"640","GTEX-11NUK-2626-SM-5A5MB","Testis"
"641","GTEX-11NUK-2726-SM-5A5MC","Skin"
"642","GTEX-11NUK-2926-SM-5A5MD","Brain"
"643","GTEX-11NUK-3026-SM-5986K","Brain"
"644","GTEX-11NUK-3126-SM-5986M","Pituitary"
"645","GTEX-11NV4-0005-SM-5N9EX","Blood"
"646","GTEX-11NV4-0008-SM-5Q5BA","Skin"
"647","GTEX-11NV4-0011-R5a-SM-5NQ88","Brain"
"648","GTEX-11NV4-0011-R6a-SM-57WD5","Brain"
"649","GTEX-11NV4-0011-R7a-SM-57WDH","Brain"
"650","GTEX-11NV4-0326-SM-5HL58","Muscle"
"651","GTEX-11NV4-0526-SM-5N9BF","Blood Vessel"
"652","GTEX-11NV4-0626-SM-5N9BR","Thyroid"
"653","GTEX-11NV4-0826-SM-5BC4S","Heart"
"654","GTEX-11NV4-1126-SM-5HL6J","Lung"
"655","GTEX-11NV4-1326-SM-5HL6V","Liver"
"656","GTEX-11NV4-1426-SM-5BC4W","Adipose Tissue"
"657","GTEX-11NV4-1726-SM-5N9FC","Testis"
"658","GTEX-11NV4-1926-SM-5N9D4","Salivary Gland"
"659","GTEX-11NV4-2026-SM-5N9DG","Breast"
"660","GTEX-11NV4-2126-SM-5N9DS","Brain"
"661","GTEX-11NV4-2226-SM-5BC4T","Brain"
"662","GTEX-11NV4-2326-SM-5BC4X","Pituitary"
"663","GTEX-11O72-0006-SM-5O9DB","Blood"
"664","GTEX-11O72-0008-SM-5Q5DN","Skin"
"665","GTEX-11O72-0011-R5a-SM-DO922","Brain"
"666","GTEX-11O72-0011-R6a-SM-DNZZQ","Brain"
"667","GTEX-11O72-0126-SM-59887","Skin"
"668","GTEX-11O72-0226-SM-59869","Adipose Tissue"
"669","GTEX-11O72-0326-SM-5986D","Muscle"
"670","GTEX-11O72-0426-SM-5BC5B","Blood Vessel"
"671","GTEX-11O72-0526-SM-5Q5AO","Nerve"
"672","GTEX-11O72-0626-SM-5PNYE","Skin"
"673","GTEX-11O72-0726-SM-5P9GO","Testis"
"674","GTEX-11O72-1026-SM-5986B","Heart"
"675","GTEX-11O72-1126-SM-5N9E2","Heart"
"676","GTEX-11O72-1326-SM-5BC5A","Lung"
"677","GTEX-11O72-1926-SM-5PNW1","Esophagus"
"678","GTEX-11O72-2026-SM-5N9G8","Esophagus"
"679","GTEX-11O72-2126-SM-5N9FO","Breast"
"680","GTEX-11O72-2226-SM-5PNW2","Colon"
"681","GTEX-11O72-2326-SM-5BC7H","Thyroid"
"682","GTEX-11O72-2726-SM-5HL6K","Prostate"
"683","GTEX-11O72-2826-SM-5HL6W","Brain"
"684","GTEX-11O72-2926-SM-5BC4V","Brain"
"685","GTEX-11O72-3026-SM-5986R","Pituitary"
"686","GTEX-11OC5-0004-SM-5S2O6","Blood"
"687","GTEX-11OC5-0006-SM-5N9FA","Blood"
"688","GTEX-11OC5-0008-SM-5S2OH","Skin"
"689","GTEX-11OC5-0126-SM-5HL6A","Skin"
"690","GTEX-11OC5-0326-SM-5PNW5","Muscle"
"691","GTEX-11OC5-0426-SM-5Q5AR","Blood Vessel"
"692","GTEX-11OC5-0526-SM-5N9EE","Nerve"
"693","GTEX-11OC5-0626-SM-5HL6M","Brain"
"694","GTEX-11OC5-0726-SM-5P9JK","Brain"
"695","GTEX-11OF3-0006-SM-5O9CM","Blood"
"696","GTEX-11OF3-0008-SM-5S2NH","Skin"
"697","GTEX-11OF3-0011-R11a-SM-57WCR","Brain"
"698","GTEX-11OF3-0011-R5a-SM-57WB4","Brain"
"699","GTEX-11OF3-0011-R6b-SM-57WBG","Brain"
"700","GTEX-11OF3-0011-R7a-SM-57WCG","Brain"
"701","GTEX-11OF3-0011-R8b-SM-57WCS","Brain"
"702","GTEX-11OF3-0126-SM-5PNYF","Skin"
"703","GTEX-11OF3-0626-SM-5BC4Y","Thyroid"
"704","GTEX-11OF3-0726-SM-5BC4Z","Liver"
"705","GTEX-11OF3-0826-SM-5BC51","Adipose Tissue"
"706","GTEX-11OF3-1126-SM-5986C","Lung"
"707","GTEX-11OF3-1326-SM-5N9FJ","Kidney"
"708","GTEX-11OF3-1726-SM-5GU5Q","Prostate"
"709","GTEX-11OF3-1826-SM-5987N","Testis"
"710","GTEX-11OF3-1926-SM-59889","Breast"
"711","GTEX-11OF3-2226-SM-5986F","Esophagus"
"712","GTEX-11OF3-2326-SM-5GU73","Esophagus"
"713","GTEX-11OF3-2426-SM-5Q5AS","Adipose Tissue"
"714","GTEX-11OF3-2526-SM-5P9JL","Muscle"
"715","GTEX-11OF3-2626-SM-5GU7F","Skin"
"716","GTEX-11OF3-2926-SM-5HL78","Brain"
"717","GTEX-11OF3-3026-SM-5GU52","Pituitary"
"718","GTEX-11ONC-0005-SM-5O9CY","Blood"
"719","GTEX-11ONC-0008-SM-5S2MG","Skin"
"720","GTEX-11ONC-0011-R1a-SM-57WD4","Brain"
"721","GTEX-11ONC-0011-R4b-SM-DO93H","Brain"
"722","GTEX-11ONC-0011-R5b-SM-DO93I","Brain"
"723","GTEX-11ONC-0011-R6a-SM-DO12A","Brain"
"724","GTEX-11ONC-0011-R7b-SM-DO93J","Brain"
"725","GTEX-11ONC-0011-R8b-SM-5NQ87","Brain"
"726","GTEX-11ONC-0011-R9b-SM-5NQ8J","Brain"
"727","GTEX-11ONC-0126-SM-5PNW6","Heart"
"728","GTEX-11ONC-0526-SM-5BC57","Pancreas"
"729","GTEX-11ONC-0926-SM-5BC5E","Blood Vessel"
"730","GTEX-11ONC-1026-SM-5GU64","Heart"
"731","GTEX-11ONC-1126-SM-5GU6G","Blood Vessel"
"732","GTEX-11ONC-1426-SM-5N9F4","Esophagus"
"733","GTEX-11ONC-1526-SM-5GU6S","Esophagus"
"734","GTEX-11ONC-1926-SM-5GU75","Colon"
"735","GTEX-11ONC-2026-SM-5HL61","Colon"
"736","GTEX-11ONC-2126-SM-5HL6E","Breast"
"737","GTEX-11ONC-2226-SM-5HL6D","Testis"
"738","GTEX-11ONC-2326-SM-5HL6P","Nerve"
"739","GTEX-11ONC-2426-SM-5GU7H","Muscle"
"740","GTEX-11ONC-2526-SM-5986W","Adipose Tissue"
"741","GTEX-11ONC-2726-SM-5N9DZ","Blood Vessel"
"742","GTEX-11ONC-2826-SM-5P9GQ","Pituitary"
"743","GTEX-11ONC-2926-SM-5P9JM","Brain"
"744","GTEX-11ONC-3026-SM-5985W","Brain"
"745","GTEX-11P7K-0003-SM-5S2OU","Blood"
"746","GTEX-11P7K-0006-SM-5N9FM","Blood"
"747","GTEX-11P7K-0008-SM-5S2O5","Skin"
"748","GTEX-11P7K-0126-SM-5986E","Adrenal Gland"
"749","GTEX-11P7K-0226-SM-5986Z","Thyroid"
"750","GTEX-11P7K-0326-SM-59871","Lung"
"751","GTEX-11P7K-0426-SM-5BC5H","Spleen"
"752","GTEX-11P7K-0526-SM-5BC5I","Pancreas"
"753","GTEX-11P7K-0626-SM-5985Z","Prostate"
"754","GTEX-11P7K-0726-SM-5EGKX","Breast"
"755","GTEX-11P7K-0826-SM-5BC5F","Adipose Tissue"
"756","GTEX-11P7K-1026-SM-5HL6Y","Testis"
"757","GTEX-11P7K-1126-SM-5HL4L","Skin"
"758","GTEX-11P7K-1226-SM-5HL4X","Esophagus"
"759","GTEX-11P7K-1326-SM-5BC5G","Esophagus"
"760","GTEX-11P7K-1426-SM-5EGKY","Esophagus"
"761","GTEX-11P7K-1526-SM-5EGI7","Colon"
"762","GTEX-11P7K-1626-SM-5GU63","Small Intestine"
"763","GTEX-11P7K-1726-SM-5GU6F","Stomach"
"764","GTEX-11P7K-1826-SM-5HL5A","Colon"
"765","GTEX-11P7K-1926-SM-5GU6R","Muscle"
"766","GTEX-11P7K-2026-SM-5GU74","Adipose Tissue"
"767","GTEX-11P7K-2126-SM-5GU7G","Skin"
"768","GTEX-11P7K-2226-SM-5GU56","Nerve"
"769","GTEX-11P7K-2326-SM-5EGKZ","Blood Vessel"
"770","GTEX-11P81-0006-SM-5NQ7A","Blood"
"771","GTEX-11P81-0008-SM-5S2OT","Skin"
"772","GTEX-11P81-0126-SM-5HL5Y","Thyroid"
"773","GTEX-11P81-0226-SM-5HL5M","Lung"
"774","GTEX-11P81-0326-SM-5HL6B","Blood Vessel"
"775","GTEX-11P81-0526-SM-59873","Heart"
"776","GTEX-11P81-0726-SM-5PNYH","Adipose Tissue"
"777","GTEX-11P81-0826-SM-5P9GR","Esophagus"
"778","GTEX-11P81-0926-SM-59874","Esophagus"
"779","GTEX-11P81-1026-SM-5GU54","Esophagus"
"780","GTEX-11P81-1126-SM-5GU5G","Colon"
"781","GTEX-11P81-1326-SM-5GU5S","Spleen"
"782","GTEX-11P81-1426-SM-5P9JN","Colon"
"783","GTEX-11P81-1526-SM-5P9GS","Ovary"
"784","GTEX-11P81-1626-SM-5BC52","Uterus"
"785","GTEX-11P81-1926-SM-5BC53","Breast"
"786","GTEX-11P81-2026-SM-5P9GT","Salivary Gland"
"787","GTEX-11P81-2126-SM-5HL6N","Vagina"
"788","GTEX-11P81-2226-SM-5PNYI","Skin"
"789","GTEX-11P81-2326-SM-59875","Skin"
"790","GTEX-11P81-2426-SM-5GU65","Adipose Tissue"
"791","GTEX-11P81-2526-SM-5GU6H","Muscle"
"792","GTEX-11P81-2626-SM-5GU6T","Nerve"
"793","GTEX-11P81-2726-SM-59876","Blood Vessel"
"794","GTEX-11P82-0006-SM-5N9FY","Blood"
"795","GTEX-11P82-0008-SM-5S2MS","Skin"
"796","GTEX-11P82-0126-SM-5HL72","Blood Vessel"
"797","GTEX-11P82-0226-SM-5HL4O","Thyroid"
"798","GTEX-11P82-0326-SM-5HL51","Adipose Tissue"
"799","GTEX-11P82-0426-SM-5HL5D","Esophagus"
"800","GTEX-11P82-0526-SM-5986P","Esophagus"
"801","GTEX-11P82-0626-SM-5PNYK","Esophagus"
"802","GTEX-11P82-0726-SM-5PNYL","Stomach"
"803","GTEX-11P82-0826-SM-5P9GU","Small Intestine"
"804","GTEX-11P82-0926-SM-5986X","Salivary Gland"
"805","GTEX-11P82-1026-SM-5BC5J","Colon"
"806","GTEX-11P82-1126-SM-5BC5K","Prostate"
"807","GTEX-11P82-1326-SM-5HL62","Breast"
"808","GTEX-11P82-1426-SM-DTXFY","Skin"
"809","GTEX-11P82-1526-SM-5BC5M","Testis"
"810","GTEX-11P82-1626-SM-59879","Skin"
"811","GTEX-11P82-1726-SM-5Q5AT","Adipose Tissue"
"812","GTEX-11P82-1826-SM-5PNYJ","Muscle"
"813","GTEX-11P82-1926-SM-5Q5AU","Nerve"
"814","GTEX-11PRG-0005-SM-5NQ6X","Blood"
"815","GTEX-11PRG-0008-SM-5S2N5","Skin"
"816","GTEX-11PRG-0011-R10b-SM-DO93G","Brain"
"817","GTEX-11PRG-0011-R11b-SM-DNZZY","Brain"
"818","GTEX-11PRG-0011-R2a-SM-69LQ5","Brain"
"819","GTEX-11PRG-0011-R4a-SM-DNZZR","Brain"
"820","GTEX-11PRG-0011-R5b-SM-DNZZS","Brain"
"821","GTEX-11PRG-0011-R6b-SM-DO923","Brain"
"822","GTEX-11PRG-0011-R7a-SM-DNZZT","Brain"
"823","GTEX-11PRG-0126-SM-5BC55","Nerve"
"824","GTEX-11PRG-0326-SM-5GU53","Muscle"
"825","GTEX-11PRG-0626-SM-5BC56","Adipose Tissue"
"826","GTEX-11PRG-0726-SM-5EGL1","Skin"
"827","GTEX-11PRG-0826-SM-5EQ6A","Breast"
"828","GTEX-11PRG-0926-SM-5EGI8","Lung"
"829","GTEX-11PRG-1526-SM-5HL6Z","Adipose Tissue"
"830","GTEX-11PRG-2026-SM-5GU5F","Colon"
"831","GTEX-11PRG-2826-SM-5BC54","Brain"
"832","GTEX-11PRG-2926-SM-5987A","Brain"
"833","GTEX-11TT1-0004-SM-5S2NT","Blood"
"834","GTEX-11TT1-0005-SM-5NQ8Y","Blood"
"835","GTEX-11TT1-0008-SM-5S2P8","Skin"
"836","GTEX-11TT1-0126-SM-5LUAA","Adrenal Gland"
"837","GTEX-11TT1-0326-SM-5LUAY","Pancreas"
"838","GTEX-11TT1-0426-SM-5EGI9","Esophagus"
"839","GTEX-11TT1-0526-SM-5P9JO","Esophagus"
"840","GTEX-11TT1-0626-SM-5GU4X","Esophagus"
"841","GTEX-11TT1-0726-SM-5GU5A","Stomach"
"842","GTEX-11TT1-0926-SM-5GU5M","Colon"
"843","GTEX-11TT1-1026-SM-5PNW7","Colon"
"844","GTEX-11TT1-1126-SM-5P9GV","Thyroid"
"845","GTEX-11TT1-1226-SM-5Q5AV","Blood Vessel"
"846","GTEX-11TT1-1326-SM-5PNYM","Heart"
"847","GTEX-11TT1-1426-SM-5EGIA","Heart"
"848","GTEX-11TT1-1526-SM-5EQKU","Blood Vessel"
"849","GTEX-11TT1-1626-SM-5EQL7","Lung"
"850","GTEX-11TT1-1726-SM-5EQLJ","Liver"
"851","GTEX-11TT1-1826-SM-5EQLV","Skin"
"852","GTEX-11TT1-1926-SM-5PNYN","Adipose Tissue"
"853","GTEX-11TT1-2026-SM-5EQM8","Prostate"
"854","GTEX-11TT1-2126-SM-5GU5Y","Breast"
"855","GTEX-11TT1-2226-SM-5GU6B","Testis"
"856","GTEX-11TT1-2326-SM-5GU6N","Muscle"
"857","GTEX-11TT1-2426-SM-5EQMK","Adipose Tissue"
"858","GTEX-11TT1-2526-SM-5EGIB","Skin"
"859","GTEX-11TT1-2626-SM-5EGL2","Nerve"
"860","GTEX-11TT1-2726-SM-5LU8L","Blood Vessel"
"861","GTEX-11TTK-0005-SM-5O9BX","Blood"
"862","GTEX-11TTK-0008-SM-5S2RU","Skin"
"863","GTEX-11TTK-0011-R10b-SM-DO925","Brain"
"864","GTEX-11TTK-0011-R11b-SM-DO112","Brain"
"865","GTEX-11TTK-0011-R4a-SM-DNZZU","Brain"
"866","GTEX-11TTK-0011-R5a-SM-DNZZV","Brain"
"867","GTEX-11TTK-0011-R6b-SM-DNZZW","Brain"
"868","GTEX-11TTK-0011-R7b-SM-DNZZZ","Brain"
"869","GTEX-11TTK-0011-R8b-SM-DO111","Brain"
"870","GTEX-11TTK-0126-SM-5987B","Skin"
"871","GTEX-11TTK-0226-SM-5N9EC","Adipose Tissue"
"872","GTEX-11TTK-0326-SM-5BC5N","Muscle"
"873","GTEX-11TTK-0426-SM-5EQLT","Nerve"
"874","GTEX-11TTK-0826-SM-5N9EG","Thyroid"
"875","GTEX-11TTK-1926-SM-5PNW8","Kidney"
"876","GTEX-11TTK-2426-SM-5PNYO","Colon"
"877","GTEX-11TTK-2726-SM-5GU58","Vagina"
"878","GTEX-11TTK-2826-SM-5GU5K","Brain"
"879","GTEX-11TTK-2926-SM-5PNYP","Brain"
"880","GTEX-11TUW-0006-SM-5LZW2","Blood"
"881","GTEX-11TUW-0008-SM-5SI6S","Skin"
"882","GTEX-11TUW-0011-R10a-SM-DO924","Brain"
"883","GTEX-11TUW-0011-R1a-SM-DO92S","Brain"
"884","GTEX-11TUW-0011-R2b-SM-DO92T","Brain"
"885","GTEX-11TUW-0226-SM-5LU8X","Thyroid"
"886","GTEX-11TUW-0526-SM-5LU9A","Lung"
"887","GTEX-11TUW-0626-SM-5LU9M","Skin"
"888","GTEX-11TUW-0926-SM-5EQMW","Blood Vessel"
"889","GTEX-11TUW-1026-SM-5GU7D","Heart"
"890","GTEX-11TUW-1126-SM-5EQKJ","Heart"
"891","GTEX-11TUW-1226-SM-5GU7C","Esophagus"
"892","GTEX-11TUW-1326-SM-5EQKV","Esophagus"
"893","GTEX-11TUW-1726-SM-5BC5C","Liver"
"894","GTEX-11TUW-1826-SM-5BC5D","Breast"
"895","GTEX-11TUW-1926-SM-5BC58","Small Intestine"
"896","GTEX-11TUW-2026-SM-5EQL8","Colon"
"897","GTEX-11TUW-2126-SM-5GU7B","Prostate"
"898","GTEX-11TUW-2226-SM-5EQL9","Testis"
