Gene	X237L.Vneut	X237L.Bldneut	X244L.Vneut	X244L.Bldneut	X253L.Vneut	X253L.Bldneut	X270L.Vneut	X270L.Bldneut	X131_V.Neut	X131_Bld.Neut	X132_V.Neut	X132_Bld.Neut	X135_V.Neut	X135_Bld.Neut	X136_V.Neut	X136.Bld.Neut	X138L_V.Neut	X138L_Bld.Neut	X139L_V.Neut	X139L_Bld.Neut	X141_V.Neut	X141_Bld.Neut	X143_V.Neut	X143_Bld.Neut	X146_V.Neut	X146_Bld.Neut	X149_V.Neut	X149_Bld.Neut	X154_V.Neut	X154_Bld.Neut
ACR	0	1	0	15	1	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0
ACRBP	0	43	20	46	0	91	1	33	0	21	22	54	8	29	12	25	0	44	189	29	0	38	0	43	0	26	11	13	0	25
ACRC	0	27	3	48	0	45	2	20	0	28	10	88	0	24	10	42	0	58	0	22	0	44	0	66	51	29	12	16	0	34
ACRV1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ACSF2	3	293	13	122	13	88	6	105	25	35	0	48	23	62	4	23	0	56	0	50	0	69	0	46	9	56	10	65	0	65
ACSF3	53	50	7	37	0	76	4	34	0	51	11	103	40	131	0	63	0	71	0	83	0	69	201	110	0	64	15	31	25	87
ACSL1	7434	3325	29213	4918	4127	5896	55	7828	1398	438	2626	1315	1986	835	1140	212	4781	1264	1385	541	3789	879	859	1385	3099	1126	6560	403	3813	1923
ACSL3	257	126	677	103	47	180	3	49	107	98	63	299	65	170	206	49	206	204	118	108	17	201	60	169	186	299	120	97	108	126
ACSL4	238	1603	2854	1004	685	2065	1	1560	384	600	338	1381	914	1102	423	646	527	1187	294	649	126	921	857	1704	33	949	1202	584	486	2197
ACSL5	3	164	68	229	41	319	4	55	107	95	494	315	126	307	559	57	227	112	0	196	1	242	1	588	296	209	244	230	32	568
ACSL6	0	9	0	4	0	2	0	20	0	7	0	4	0	3	0	3	10	19	0	30	1	1	0	0	1	10	0	6	0	2
ACSM1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	0	38	0	14	0	28	1	5	0	13	0	13	5	32	0	22	0	2	0	7	0	21	0	26	0	15	0	37	0	34
ACSM4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ACSM5	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS1	85	132	31	197	13	112	0	27	0	97	17	281	494	460	53	266	0	103	0	194	2	250	729	413	0	179	31	201	23	572
ACSS2	0	1	0	2	0	2	0	4	0	1	0	0	0	1	0	0	0	4	0	7	0	0	0	5	0	3	6	2	0	2
ACSS3	288	0	14	3	34	9	2	3	0	2	1	0	3	0	7	0	12	8	0	0	0	1	0	7	0	1	1	2	0	2
ACTA1	2	4	1	23	0	0	1	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA2	41	44	40	46	29	60	0	46	194	58	6	39	0	65	0	45	61	53	0	41	0	134	0	47	0	69	9	43	25	134
ACTB	41057	58273	177823	69830	51841	42323	288	75867	97414	1866	42154	3257	69928	2971	87402	4529	42965	2632	45146	2215	35544	2459	58397	5108	25012	3372	55351	1866	45282	15583
ACTBL2	71	324	5	320	11	56	1	684	0	204	0	90	0	102	9	165	132	544	0	344	1	7	93	6	35	233	0	331	0	0
ACTC1	1	22	0	11	0	2	0	31	0	4	2	0	0	0	0	0	1	5	8	2	2	0	0	0	1	3	0	3	0	0
ACTG1	18946	13227	46136	11297	41958	15002	113	14095	66410	2123	29513	3963	26917	3976	55329	5984	14531	3366	22045	2559	16354	3170	51427	7720	11140	3914	37962	1941	20164	18067
ACTG1P4	81	433	8	391	1	99	17	781	84	461	6	251	41	321	71	1160	264	1505	0	1495	0	61	233	96	101	561	4	688	12	66
ACTG2	56	81	0	10	2	2	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
ACTL10	24	275	2	197	0	48	16	456	67	183	21	61	0	82	0	62	76	414	0	419	226	1	1	9	124	241	3	267	12	8
ACTL6A	41	16	5	36	0	31	0	12	0	8	0	12	19	18	2	0	5	11	0	10	0	9	0	5	13	8	6	13	0	32
ACTL6B	1	2	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ACTL7A	4	343	0	321	0	58	3	756	0	187	1	81	0	96	18	343	67	395	0	438	0	7	2	10	635	200	3	273	0	6
ACTL7B	6	125	0	74	0	18	6	241	0	216	0	65	0	63	11	164	151	409	0	583	0	0	0	1	42	158	3	225	0	0
ACTL8	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL9	50	272	0	213	65	37	4	596	0	340	0	118	9	145	1	494	78	664	0	425	1	1	576	6	291	292	6	385	0	5
ACTN1	706	2817	7493	5384	5075	4194	6	4631	2009	748	4375	2026	6982	1752	6637	3057	4222	1776	305	1224	3872	1730	4869	3828	1453	1685	5242	788	1838	8118
ACTN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN3	0	139	3	138	0	20	7	199	0	74	0	13	2	20	0	2	40	176	60	181	0	0	0	1	0	66	0	105	0	0
ACTN4	1019	1936	3428	3014	1210	3198	11	2482	1787	820	2175	1953	4767	1697	2552	2413	2204	1660	1707	1298	1078	1870	2046	3791	347	1561	2582	753	986	4559
ACTR10	33	366	279	213	84	470	0	307	107	163	2	274	58	187	4	12	19	290	0	185	1	181	0	134	0	265	47	138	14	135
ACTR1A	190	710	923	781	382	1060	3	613	239	317	394	829	602	663	243	448	528	670	222	465	12	769	1	1018	182	625	381	373	107	913
ACTR1B	86	196	76	199	37	195	0	101	0	80	42	284	352	371	26	85	159	134	4	174	0	225	186	286	0	160	88	153	18	406
ACTR2	1154	8315	11755	8258	1851	9937	44	7490	1476	943	1186	2013	2996	1636	804	1844	1735	1412	2135	1172	831	1550	615	2951	281	1341	2085	865	645	4202
ACTR3	1090	2968	3053	1708	286	2858	51	1353	1028	798	795	1283	976	1077	604	598	1031	920	752	681	601	957	487	1394	688	1014	1407	600	575	1327
ACTR3B	9	5	10	36	0	12	2	10	0	3	0	2	4	4	0	3	0	2	0	2	0	0	0	4	2	0	0	1	2	7
ACTR3BP2	296	3074	14	1386	35	292	34	5271	11	621	0	288	1	291	0	931	163	1083	196	837	24	18	68	27	326	663	0	681	1	0
ACTR3C	0	5	0	0	0	6	1	1	0	1	0	5	0	1	0	0	0	1	0	2	0	0	0	2	0	2	0	0	0	1
ACTR5	0	12	1	19	24	26	2	7	0	1	0	4	0	5	0	1	0	0	0	1	0	0	0	2	0	1	2	0	2	7
ACTR6	227	117	29	108	0	127	0	35	0	52	9	90	39	108	0	24	0	71	0	89	0	57	0	62	0	103	13	82	3	79
ACTR8	19	198	65	154	31	224	1	40	0	112	46	237	77	310	63	123	170	170	0	129	1	191	1	330	286	140	48	141	32	246
ACTRT1	71	196	1	156	13	103	14	543	0	403	0	110	0	126	0	619	77	446	0	492	25	17	0	17	52	294	0	326	0	0
ACTRT2	1	332	7	186	34	38	4	623	1	646	0	230	0	341	22	1328	97	1165	0	1293	1	12	0	21	123	559	0	514	0	2
ACTRT3	1	0	0	6	0	0	0	5	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
ACVR1	207	20	17	78	0	61	0	13	0	27	0	76	17	80	1	10	38	29	0	39	0	49	0	70	105	50	5	35	0	69
ACVR1B	199	637	323	201	65	553	0	166	218	99	27	333	58	194	14	37	0	182	93	148	85	302	4	219	0	178	37	160	41	148
ACVR1C	274	2	0	2	1	0	0	1	0	9	0	2	6	9	0	1	0	0	0	0	0	0	0	1	0	1	3	2	0	11
ACVR2A	108	3	3	3	0	20	0	0	0	1	0	10	3	18	3	1	0	3	0	3	0	0	63	6	0	2	8	6	0	2
ACVR2B	0	3	3	7	0	7	0	0	0	2	0	1	21	9	0	3	0	0	0	2	0	0	0	6	0	3	0	7	8	14
ACVR2B-AS1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVRL1	6	2	2	2	1	4	0	0	14	0	0	2	0	0	2	0	0	1	0	1	0	0	0	0	0	0	14	0	0	1
ACY1	97	52	0	89	0	17	0	92	0	59	0	17	4	23	0	5	0	126	0	106	0	2	0	6	1	52	3	96	0	6
ACY3	2	1	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ACYP1	71	22	3	30	0	49	1	7	25	15	0	16	10	26	0	3	33	5	0	16	0	5	0	13	0	10	9	13	0	21
ACYP2	1	22	11	12	0	47	0	16	0	11	0	20	5	26	0	0	5	16	0	23	0	5	20	8	15	20	14	16	2	14
ADA	9	7	1	81	1	125	1	2	47	49	0	97	27	166	22	23	0	24	0	69	0	15	0	70	0	33	10	97	0	171
ADAD1	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAL	55	14	2	17	0	14	0	5	0	2	0	14	31	17	0	6	0	6	0	5	0	12	0	11	0	6	3	6	0	9
ADAM10	103	676	508	766	65	1080	10	587	77	420	126	919	357	731	58	742	234	839	1168	537	0	774	55	1211	248	712	497	320	75	954
ADAM11	3	12	0	30	0	2	2	20	15	5	2	0	0	1	0	1	4	18	0	7	0	2	0	1	0	1	3	3	2	1
ADAM12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM15	248	207	81	277	48	211	9	319	0	196	64	219	63	209	85	105	49	319	169	331	0	59	34	85	0	113	39	192	23	120
ADAM17	165	263	166	200	14	353	0	173	260	294	242	718	87	295	343	617	450	374	113	257	202	509	2	828	107	398	279	167	135	220
ADAM18	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	2	0	0	1	0	0
ADAM19	139	876	1997	583	159	656	2	745	124	111	118	470	189	221	77	54	149	322	236	162	202	258	30	221	72	208	219	135	123	325
ADAM1A	0	336	1	305	8	78	28	593	0	137	0	84	18	122	0	222	62	340	1	395	64	23	0	42	74	184	0	147	24	66
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20P1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	1	1	0	1	2	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
ADAM21P1	22	295	0	207	0	50	11	345	16	284	0	100	0	112	2	386	63	653	0	639	70	10	157	4	111	268	2	382	1	0
ADAM22	0	1	0	3	0	2	0	0	9	2	0	0	0	3	0	0	0	1	0	2	0	1	0	0	0	3	2	2	0	2
ADAM23	0	1	0	1	0	1	0	0	174	25	0	0	0	4	0	5	0	0	0	0	0	0	0	4	0	2	0	1	0	9
ADAM28	88	132	90	59	0	99	0	37	0	29	20	112	32	84	6	47	0	42	0	43	0	41	0	124	0	25	42	33	0	101
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	51	361	5	252	0	75	18	698	7	178	1	63	1	72	1	42	76	397	22	417	1	5	9	3	74	180	0	226	0	0
ADAM32	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM33	103	0	1	4	0	0	0	1	359	0	17	0	0	0	43	0	23	0	0	0	1	0	111	0	22	0	22	0	2	1
ADAM3A	3	1	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	1	3	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ADAM8	606	2534	2706	2432	881	2547	10	2429	574	444	1687	1195	1812	933	1988	1014	1118	929	529	595	913	1104	520	1756	238	869	1161	172	650	2147
ADAM9	297	182	185	121	7	221	2	71	24	16	4	82	12	34	2	6	28	55	67	15	0	34	0	26	11	43	32	20	3	41
ADAMDEC1	0	5	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	4	0	1
ADAMTS1	280	16	9	19	1	19	11	13	585	21	27	66	175	75	93	3	37	29	0	35	943	2	1664	17	186	6	124	18	154	16
ADAMTS10	8	37	0	88	0	28	5	35	8	25	0	56	34	39	0	19	80	18	0	19	8	3	0	21	0	21	12	21	0	48
ADAMTS12	1	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0
ADAMTS13	1	0	0	4	0	2	0	1	0	0	0	0	0	3	18	1	0	0	0	0	0	0	0	1	0	0	3	0	0	2
ADAMTS14	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS15	330	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	44	0	0	0	174	0	0	0	0	0	8	0	6	0
ADAMTS16	0	0	0	0	0	0	0	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	19	0
ADAMTS17	0	0	2	1	8	3	0	0	23	3	0	1	0	2	0	2	0	2	0	1	0	0	0	1	0	2	2	0	0	3
ADAMTS18	8	2	0	0	0	0	1	4	0	0	0	1	0	0	0	2	0	2	0	3	0	0	0	0	0	1	0	1	0	0
ADAMTS19	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ADAMTS2	7	0	0	1	0	0	2	2	0	0	1	3	0	0	11	0	15	0	0	0	0	0	30	0	0	0	0	0	1	0
ADAMTS20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS4	427	0	1	0	2	1	0	0	15	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1
ADAMTS5	304	0	4	1	0	9	0	2	60	0	2	5	0	5	14	0	9	0	0	0	0	0	0	2	0	3	0	0	2	0
ADAMTS6	1	7	0	33	0	28	0	5	0	11	0	16	1	29	0	1	0	6	0	6	0	2	0	11	0	5	0	2	0	11
ADAMTS7	5	3	0	1	1	0	4	1	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
ADAMTS8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	257	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
ADAMTSL1	41	1	1	0	0	0	0	1	76	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	4	0	0	0
ADAMTSL2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	4	0	0	0
ADAMTSL3	0	0	2	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0
ADAMTSL4	266	117	283	280	87	159	2	169	607	109	139	313	119	170	388	498	395	185	6	168	61	210	373	434	103	112	184	56	178	193
ADAMTSL5	123	49	0	68	1	18	4	88	0	10	0	4	0	5	0	0	7	55	0	28	0	0	0	1	7	4	0	13	0	5
ADAP1	169	389	631	524	246	506	2	332	304	148	281	592	422	308	433	283	479	435	0	258	974	402	43	555	538	312	577	172	254	873
ADAP2	2	5	0	27	0	33	2	3	0	4	6	33	36	44	11	3	0	3	0	10	0	3	15	19	0	8	16	1	0	44
ADAR	969	6216	7224	7334	1947	11891	47	10358	776	983	820	2072	1844	1581	495	1074	1675	1645	1053	1205	364	1604	354	2416	729	1953	3042	979	946	4469
ADARB1	114	62	2	51	0	55	0	10	4	13	0	32	23	41	1	4	0	12	0	11	0	12	0	21	0	30	5	19	0	37
ADARB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ADAT1	54	213	164	345	14	289	5	168	320	108	57	179	114	149	392	150	74	212	3	124	479	307	75	303	132	158	268	93	73	213
ADAT2	0	4	3	17	0	39	0	1	0	10	0	9	17	12	0	0	0	2	0	7	0	0	0	3	0	1	0	4	0	20
ADAT3	0	2	0	3	0	1	0	3	0	0	0	1	0	12	0	4	0	3	0	4	0	0	0	2	0	2	6	1	0	2
ADC	0	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ADCK1	1	7	3	14	0	47	1	0	0	7	0	17	4	18	55	2	102	0	0	11	0	2	0	6	0	4	0	6	0	14
ADCK2	110	18	7	43	0	47	1	7	0	16	0	64	20	76	0	15	0	9	0	33	0	26	0	46	1	7	21	39	0	73
ADCK3	267	420	256	429	189	741	17	297	323	292	103	661	537	423	204	866	516	668	0	492	175	463	83	1384	19	345	131	206	90	648
ADCK4	21	193	91	155	37	333	1	155	17	38	1	46	31	42	9	13	20	64	72	42	0	73	25	51	8	52	39	17	9	33
ADCK5	2	151	2	235	0	61	7	282	0	146	2	78	13	83	3	32	110	307	24	231	0	19	0	27	109	97	4	176	0	54
ADCY1	16	1	0	3	3	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ADCY10	0	2	5	6	1	4	0	8	0	2	0	0	0	0	0	1	0	1	0	2	0	1	0	4	0	0	0	1	0	0
ADCY10P1	154	33	78	88	5	43	8	22	19	5	28	41	13	12	15	4	0	16	0	0	0	8	0	19	38	24	0	0	1	12
ADCY2	3	11	1	23	2	3	9	8	0	0	0	0	0	3	0	0	26	1	0	0	0	0	52	0	44	0	0	0	0	0
ADCY3	33	0	2	32	0	22	2	4	22	11	0	21	23	20	12	1	19	0	0	4	1	0	164	2	26	3	15	8	0	19
ADCY4	0	21	33	42	5	33	2	41	2	2	1	3	2	1	4	1	3	4	0	5	2	1	1	3	4	6	4	1	0	3
ADCY5	196	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY6	106	1	2	38	1	2	0	7	116	0	0	2	0	2	48	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ADCY7	355	726	736	908	250	1978	3	715	103	673	407	1708	927	1423	1267	2175	797	1312	461	973	407	1305	2168	2512	30	1029	652	635	306	2188
ADCY8	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADCY9	1	6	0	30	0	28	3	0	0	4	0	31	74	59	76	14	0	5	0	9	0	12	0	16	0	12	16	15	0	49
ADCYAP1	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	1	0	0
ADCYAP1R1	2	1	2	2	0	1	0	8	72	1	0	0	0	0	5	0	0	3	0	1	661	0	307	0	0	0	6	1	0	0
ADD1	509	1140	2254	1832	611	1663	3	1363	301	390	466	1018	1172	973	935	1026	557	784	7	630	1404	951	1063	1527	450	637	677	508	410	1861
ADD2	0	0	0	7	0	35	0	1	0	7	0	13	10	28	0	0	0	0	0	3	0	0	0	12	0	4	0	2	0	11
ADD3	1021	2578	2529	1426	207	1883	0	993	53	199	76	576	245	460	56	161	74	435	0	288	29	366	35	358	47	371	199	276	66	416
ADGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1A	0	53	1	46	0	5	16	114	0	7	0	0	0	0	0	1	7	40	0	24	0	0	17	0	14	6	0	20	0	0
ADH1B	22304	0	78	0	137	0	3	0	2677	0	58	0	43	2	268	0	449	0	562	0	450	0	1522	1	114	0	130	0	36	0
ADH1C	230	0	0	2	0	0	0	0	156	1	0	0	2	0	26	0	87	0	0	0	0	0	116	0	0	0	4	0	0	2
ADH4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	382	424	50	174	70	279	0	52	116	289	25	570	345	624	82	114	6	179	3	331	1	273	100	420	142	290	93	475	34	672
ADH6	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ADH7	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	86	16	3	24	11	50	2	2	0	4	0	4	2	8	1	0	1	0	0	5	0	0	0	0	0	3	0	4	0	8
ADI1	226	329	101	115	3	149	1	55	22	59	11	160	55	126	5	33	8	96	0	95	66	108	0	109	14	58	28	120	5	59
ADIG	0	3	2	2	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0
ADIPOQ	3121	0	0	1	14	0	0	0	14	0	0	0	18	0	1	0	115	0	110	0	0	0	26	0	0	0	6	0	12	0
ADIPOR1	676	1392	5588	4721	1130	2519	3	2079	539	583	670	1349	1053	970	850	1089	548	1465	306	843	300	1199	877	1959	226	1096	1109	594	468	1918
ADIPOR2	311	195	410	361	263	316	4	181	66	123	158	327	228	347	191	244	181	335	297	275	1	318	254	595	46	172	95	176	38	393
ADK	5	9	3	20	0	13	0	10	0	1	0	0	0	12	0	3	0	0	0	3	0	0	0	0	0	3	0	2	0	1
ADM	1647	645	7509	1304	4631	2163	41	1655	4273	379	6581	1753	2224	1003	5646	1129	3245	1243	915	432	3734	1578	5682	2480	2981	1569	6219	295	3410	1932
ADM2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ADM5	7	82	1	68	18	18	3	193	0	20	7	9	0	10	0	3	4	38	48	31	0	0	6	1	25	12	0	25	23	10
ADNP	50	73	112	80	2	77	0	66	18	138	60	298	117	234	60	29	174	276	61	155	43	236	63	193	0	207	197	97	59	89
ADNP2	49	96	127	64	22	122	0	35	5	35	18	77	10	61	25	30	1	43	71	48	31	71	0	55	0	46	22	17	12	9
ADO	2	374	4	284	0	130	6	809	1	638	11	435	132	477	121	519	306	1184	0	1298	410	89	687	115	315	682	20	808	29	195
ADORA1	3	0	0	0	8	1	130	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2
ADORA2A	413	58	212	93	0	78	0	142	141	21	44	70	35	58	31	23	27	22	0	16	2	53	0	38	18	20	21	11	38	60
ADORA2A-AS1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0
ADORA2B	1	24	0	0	0	9	1	2	0	0	0	12	0	3	0	0	0	0	0	4	0	6	0	4	0	4	2	3	0	4
ADORA3	3	510	3	162	3	74	4	58	14	49	0	81	115	89	0	26	66	51	0	108	0	132	0	115	0	72	19	162	10	305
ADPGK	276	440	699	502	163	857	9	409	43	307	156	714	258	627	253	649	165	768	689	476	126	752	138	1276	1	327	298	336	149	892
ADPGK-AS1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPRH	0	36	0	11	0	18	0	0	0	0	0	8	2	13	0	2	22	0	0	5	0	5	81	7	0	6	0	4	0	20
ADPRHL1	188	5	8	9	5	4	10	3	0	2	0	4	8	1	7	2	0	8	0	1	0	7	0	3	1	2	0	5	0	0
ADPRHL2	0	44	7	32	1	56	2	64	3	27	0	36	17	31	2	6	0	48	0	25	0	30	1	35	0	32	6	10	0	16
ADPRM	4	57	4	54	2	61	4	55	0	9	0	36	15	51	34	54	0	35	0	26	0	34	128	57	0	28	5	30	5	56
ADRA1A	70	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ADRA1B	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2A	17	64	1	37	2	11	9	84	0	28	0	12	0	7	0	4	4	73	0	40	6	0	0	1	7	30	2	35	0	0
ADRA2B	280	248	21	175	1	21	10	411	533	580	111	154	72	167	178	224	363	939	152	1174	234	12	367	6	736	418	491	651	140	0
ADRA2C	98	354	2	274	0	72	10	668	0	478	0	131	5	126	0	174	32	680	199	826	0	4	75	7	23	318	0	464	0	0
ADRB1	127	290	3	140	17	37	9	464	0	185	0	71	8	63	0	74	19	467	0	421	0	6	94	4	135	197	5	281	1	2
ADRB2	152	491	146	354	56	259	15	482	225	398	523	856	761	800	1720	1268	527	711	1	756	138	437	370	724	917	719	351	568	387	1212
ADRBK1	555	1796	2495	2221	855	3005	3	1413	2043	1052	1000	1656	1751	1512	1754	1983	1237	1556	278	1221	655	1925	1156	3001	709	1017	1993	737	473	2817
ADRBK2	59	65	3	49	0	54	1	5	0	10	1	21	8	39	1	1	0	15	16	12	0	20	3	9	0	12	6	22	4	9
ADRM1	205	559	312	344	401	521	4	471	378	172	131	512	298	465	308	466	122	433	0	308	78	607	131	936	390	435	399	134	169	685
ADSL	159	146	19	171	0	238	7	150	0	28	9	58	24	40	1	0	8	50	0	27	0	15	0	24	4	15	21	41	3	25
ADSS	117	448	316	321	26	352	3	235	63	136	42	255	84	232	20	79	84	255	26	217	0	246	0	235	95	154	64	137	6	170
ADSSL1	2	31	1	41	0	4	2	56	1	53	0	6	0	10	0	13	4	146	0	162	0	0	0	2	4	43	0	96	1	0
ADTRP	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AEBP1	63	28	13	31	1	6	1	38	216	47	31	11	22	21	178	4	319	167	634	95	327	1	818	7	91	43	86	75	18	10
AEBP2	278	207	86	231	73	341	1	124	39	86	55	176	111	185	8	124	17	126	235	102	2	107	1	238	3	65	23	113	3	195
AEN	15	0	2	12	11	17	0	3	0	3	0	2	2	0	0	0	1	2	0	3	0	0	1	0	0	1	0	1	0	2
