"term","estimate","std.error","statistic","p.value","log2fc","colind","labtext","patient","t6820.ind","direction","patnum","protval","nudgeval","patval","sizeval","pointlab"
"g__Blastocatella",-3981.61413934897,927772.542242508,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Blautia",-2000.56592785917,466160.223430709,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Brachybacterium",-5055.62297797508,1178031.82798189,-0.00429158436800129,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Bradyrhizobium",-79.7712418311647,65.8732882136654,-1.21098011036613,0.225903027614854,-0.824503007345203,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"a",NA
"g__Brevibacterium",-1015.18533694279,236552.575899966,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Brevundimonas",81.4126969827132,54.1316795749734,1.50397507747667,0.132587783998425,1.35294910675911,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"b",NA
"g__Brucella-Ochrobactrum",22.7808493654587,80.5324240183076,0.282877979188605,0.777270375494586,0.506455939291033,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"a",NA
"g__Caulobacter",309.732803016188,199.709020036055,1.55092044896254,0.120920749235895,1.97794384654382,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"b",NA
"g__Chryseobacterium",6650.99621080628,1264255.99733703,0.00526079862370882,0.995802509362285,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Cloacibacterium",11013.3282552104,2357421.61285593,0.00467176859461646,0.996272481525827,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Comamonas",-1354.01797526114,315505.384295037,-0.00429158436800229,0.996575821602304,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Corynebacterium",350.906459666019,75112.1235037572,0.00467176859469918,0.996272481525761,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Dechloromonas",-83.7054925104488,189.274120494552,-0.4422447838708,0.658312082254821,-0.669053549343855,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"a",NA
"g__Delftia",416.945610257731,530.539033928498,0.785890544509726,0.431931614532633,1.54994763587191,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"b",NA
"g__Enhydrobacter-Moraxella",-4957.41983345717,810454.094357727,-0.00611684223445851,0.995119496454902,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Enterobacter",-1090.63830245376,213440.079031741,-0.00510981024464279,0.99592297903912,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Enterococcus",-65.1214681302025,167.081587383805,-0.389758495534349,0.696715137110156,-0.94041745455001,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"a",NA
"g__Escherichia",-176.457631630004,252.408450358936,-0.699095578531834,0.484492301520392,-3.10332885002925,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Exiguobacterium",12779.3752492886,2735446.97050378,0.00467176859470795,0.996272481525754,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Finegoldia",-2874.05245974133,669694.968872233,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Flavonifractor",-262.692605893716,358.780346493258,-0.732182262660957,0.464057329025799,-2.89863207392507,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Fragaria-Rubus",4183.72403995176,895533.234403194,0.00467176859465177,0.996272481525799,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Fusicatenibacter",-1649.93742256343,384458.810798532,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Gardnerella",195.965863169354,41946.8257473209,0.0046717685945967,0.996272481525843,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Gemmobacter",-902.910286024936,210390.897300559,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Haemophilus",10362.2924719453,2218066.29798552,0.00467176859472438,0.996272481525741,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"g__Hafnia-Hafnia-Obesumbacterium",15836.6836954442,3389869.03453576,0.00467176859462745,0.996272481525818,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"g__Kocuria",204.202684111199,43709.9312543493,0.0046717685947145,0.996272481525749,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Lachnoclostridium",-113.226160781097,167.288193720683,-0.676832944769242,0.498511952890807,-2.19278576923762,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Marvinbryantia",82.8330223205589,543.561821201845,0.152389331056053,0.878879871386316,0.307257068251357,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"a",NA
"g__Massilia",-3173.78654228595,532053.43921204,-0.00596516497851468,0.995240515187296,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Megasphaera",8412.95032375701,1800806.30133328,0.00467176859472794,0.996272481525738,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Methylobacterium",-36.7159020640878,167.003630424374,-0.219850921628404,0.825987259963617,-0.402532215507557,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"a",NA
"g__Micrococcus",-1514.84003362554,352979.203885703,-0.00429158436800162,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Mycobacterium",-1084.01396901644,252590.622964088,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Noviherbaspirillum",69.7710415109808,39.6949554343279,1.75768030843142,0.0788019202109594,0.987735702771762,NA,NA,"T6820",TRUE,"Obese",1,"Proteobacteria",0.15,1.15,"a","Noviherbaspirillum"
"g__Odoribacter",-2050.83140343353,477872.791858583,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Parabacteroides",-3992.21106922615,690155.534040041,-0.00578450924801905,0.995384655117859,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Paracoccus",2358.90414063857,388158.103837761,0.00607717349532532,0.995151146941115,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"g__Parafilimonas",8393.76878071571,1796700.45952743,0.00467176859459559,0.996272481525844,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Parasutterella",6201.82669651045,1154094.01719667,0.00537376210611928,0.995712378817944,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"g__Pelomonas",-20212.2608496232,3591789.56398821,-0.00562735107097424,0.995510047159547,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Phyllobacterium",6.05644252524322,7.79724878679189,0.776740962209966,0.437311614474097,0.51038407969095,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"a",NA
"g__Pinus",-257.746690344019,60058.6329528835,-0.00429158436799958,0.996575821602307,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Porphyromonas",-2897.79321793864,675226.902107467,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Prevotella",279.032508422437,555.119471360116,0.50265307347042,0.615208207795551,6.39148574471246,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Propionibacterium",70.2220670791489,102.31452990616,0.686335236486498,0.492501733816555,1.0591817026636,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"b",NA
"g__Proteus",13704.967462924,2933571.55545644,0.00467176859464455,0.996272481525805,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"g__Providencia",-621.148329604977,939.694439774803,-0.661010966239019,0.508605280899347,-1.63151580535609,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"b",NA
"g__Pseudomonas",-39.4358704270504,49.0386376769069,-0.804179567280707,0.42129327746718,-2.91080215007707,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Pseudoxanthomonas",-252.606705764041,294.01087622554,-0.859174697912409,0.39024414056752,-1.60399135547396,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"b",NA
"g__Psychrobacter",-347.61857555769,582.93507845906,-0.596324682461366,0.550958345128083,-4.8314210520353,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Pyrinomonas",1713.1882198151,366710.847320141,0.00467176859461557,0.996272481525828,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Rahnella",-5490.54806163956,1279375.5384555,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Ralstonia",-0.460838299293878,4.5325644234545,-0.101672752164138,0.919016430664567,-0.0480221980726375,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"a",NA
"g__Rhizobium",-965.86530754327,225060.309834507,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Rhodopseudomonas",0.864656840376356,128.888758793633,0.00670855122253743,0.994647390702939,0.01156765442386,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"a",NA
"g__Roseomonas",214.652180201348,45946.6636356093,0.00467176859464045,0.996272481525808,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"g__Skermanella",-1157.44060112511,269700.069222731,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Sphingobacterium",-6441.08559328463,1576718.71831709,-0.00408512026809672,0.996740554674782,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Sphingobium",-1.22712829826588,36.8212551615283,-0.0333266286790791,0.973414118935387,-0.0233882706847766,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"a",NA
"g__Sphingomonas",90.3701939302182,64.5566337929625,1.3998591410457,0.161555503535246,1.08345963536166,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"b",NA
"g__Sphingopyxis",-1861.86646891684,433841.283139884,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__Staphylococcus",73.9995895287712,81.6827127961221,0.905939420908708,0.364967917530122,4.38727148026424,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__Stenotrophomonas",71.4007082152446,54.2169326102732,1.31694481368936,0.18785712353963,1.51949085819833,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"b",NA
"g__Streptococcus",-9253.9381899791,1835650.5889255,-0.0050412307471848,0.995977696856524,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Subdoligranulum",-1943.37535623406,452834.009445106,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__Sutterella",1744.78025195365,373473.175438652,0.004671768594637,0.996272481525811,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"g__Tepidimonas",-1875.26863088566,436964.176882715,-0.00429158436799958,0.996575821602307,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__unclassified-c__Betaproteobacteria",6419.01084710511,1374000.17107078,0.00467176859381517,0.996272481526467,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"g__unclassified-c__Chloroplast",-58803.0663542022,13701948.1179569,-0.00429158436800229,0.996575821602304,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"g__unclassified-f__Bradyrhizobiaceae",19.7934430431601,239.379094446095,0.0826865983805336,0.934100741321584,0.170820413126792,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"a",NA
"g__unclassified-f__Comamonadaceae",218.774440764902,144.674401122606,1.51218487214956,0.13048683838688,2.30135530374665,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"g__unclassified-f__Corynebacteriaceae",3695.59173131131,791047.684925384,0.00467176859465799,0.996272481525794,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__unclassified-f__Erysipelotrichaceae",2077.52563007202,444697.888593398,0.00467176859472694,0.996272481525739,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__unclassified-f__Lachnospiraceae",-12.8413101672337,138.525224233861,-0.0927001579550217,0.926141771522994,-0.203901448099421,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"a",NA
"g__unclassified-f__Ruminococcaceae",-31.7217118859411,89.7685127109629,-0.353372367748576,0.723809298611594,-0.551001776136696,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"a",NA
"g__unclassified-o__Gaiellales",5178.10421545573,1108381.99935962,0.00467176859462479,0.996272481525821,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"g__unclassified-o__Oligoflexales",-1671.06111894832,389380.93152911,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__unclassified-o__Rhizobiales",-8019.47425429522,1868651.19420432,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"g__unclassified-o__Sphingomonadales",2103.23758093925,450201.575333321,0.00467176859472794,0.996272481525738,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"g__Vagococcus",-1993.99723966156,494284.534433856,-0.00403410809109261,0.996781256167831,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Acidovorax-temperans",-8.56992750398335,37.3160110481691,-0.22965818862367,0.818357387132632,-0.183390676316029,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"a",NA
"s__Acinetobacter-bereziniae-bouvetii",-148.945474537516,159.555518994855,-0.933502491645672,0.350560584578008,-1.64661430709057,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"b",NA
"s__Acinetobacter-bouvetii-johnsonii",6438.05835688717,1378077.32261662,0.0046717685947135,0.99627248152575,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"s__Acinetobacter-guillouiae",-98.9316265330434,224.533763371992,-0.440609131772936,0.659495990738763,-1.4769703462314,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"b",NA
"s__Acinetobacter-johnsonii",3457.43333110028,740069.474987832,0.00467176859464056,0.996272481525808,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"s__Acinetobacter-johnsonii-lwoffii",4780.24625354087,1013844.96417007,0.00471496769474411,0.99623801401042,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"s__Acinetobacter-lwoffii",-3983.06992228581,878678.924903716,-0.00453302089010757,0.996383185004544,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"s__Acinetobacter-radioresistens",59.9054034063335,109.427339855387,0.547444573591036,0.584073339533496,1.03731244190421,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"b",NA
"s__Acinetobacter-schindleri",-7158.63416485901,1668063.24914319,-0.00429158436800049,0.996575821602306,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"s__Actinomyces-oris-viscosus",3721.48484780476,796590.150463358,0.00467176859472849,0.996272481525738,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"s__Adlercreutzia-Asaccharobacter-celatus-equolifaciens",1313.1544222945,281082.933732107,0.00467176859462423,0.996272481525821,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"s__Aerococcus-urinae",1003.19714604426,214736.052461319,0.00467176859472616,0.99627248152574,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"s__Aeromonas-allosaccharophila",16734.8961598071,3582132.93761278,0.00467176859465177,0.996272481525799,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"s__Agrobacterium-Rhizobium-radiobacter-tumefaciens",-180.467695990537,182.736113987146,-0.987586372791269,0.323355262880815,-2.02492236281189,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"s__Akkermansia-muciniphila",-10.6586411619347,27.3275141601023,-0.390033323173469,0.696511906088649,-0.652196181453011,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"a",NA
"s__Aquabacterium-Chlorochromatium-sp48831-sp48870",-1236.10049393228,288028.939416728,-0.00429158436799941,0.996575821602307,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"s__Aquabacterium-fontiphilum",-2378.18891679102,554151.733453671,-0.00429158436800206,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"s__Arcobacter-suis",5370.36056007779,1149534.79634313,0.00467176859470617,0.996272481525756,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"c",NA
"s__Atopobium-rimae",-4659.9647693878,1085837.85609168,-0.00429158436800195,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Atopobium-vaginae",1002.01413056629,214482.826032674,0.00467176859378774,0.996272481526489,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"s__Bacteroides-cellulosilyticus",-2720.7696618885,633977.903865771,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Bacteroides-dorei",-375.970013158243,87606.3432333998,-0.00429158436800162,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Bacteroides-faecis",-717.881177279271,167276.491785139,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Bacteroides-fragilis",-37.520630707189,91.770238069559,-0.408854019521553,0.68264679413189,-0.975320657089716,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"a",NA
"s__Bacteroides-ovatus-sp12288-thetaiotaomicron",-1437.02622987067,334847.484436116,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Bacteroides-sp12288-thetaiotaomicron",8045.46370319822,1868299.01601142,0.00430630409492709,0.996564077067977,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"s__Bacteroides-vulgatus",76.7287753695942,182.500221625513,0.420431135294948,0.674170526959894,0.715647573196671,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"a",NA
"s__Barnesiella-intestinihominis",-769.3033916744,179258.596757506,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Bifidobacterium-thermacidophilum-thermophilum",4800.61007174829,1027578.7369191,0.00467176859472738,0.996272481525739,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"s__Blastocatella-sp3046",-3981.61413934897,927772.542242508,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Blautia-hydrogenotrophica",-2000.56592785917,466160.223430709,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Brachybacterium-ginsengisoli",-5055.62297797508,1178031.82798189,-0.00429158436800129,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Bradyrhizobium-canariense-lupini",-4273.46020191906,995776.812354528,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"s__Bradyrhizobium-sp43375",-1729.13447740669,402912.8473622,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"s__Brevibacterium-senegalense",-1015.18533694279,236552.575899966,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Not Proteobacteria",0.1,0.9,"c",NA
"s__Brevundimonas-nasdae-vesicularis",81.4126969827132,54.1316795749734,1.50397507747667,0.132587783998425,1.35294910675911,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"b",NA
"s__Caulobacter-crescentus-segnis-vibrioides",309.732803016188,199.709020036055,1.55092044896254,0.120920749235895,1.97794384654382,NA,NA,"T6820",FALSE,"Obese",1,"Proteobacteria",0.15,1.15,"b",NA
"s__Chryseobacterium-anthropi",6650.99621080628,1264255.99733703,0.00526079862370882,0.995802509362285,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"s__Cloacibacterium-normanense",11013.3282552104,2357421.61285593,0.00467176859461646,0.996272481525827,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"s__Comamonas-testosteroni-thiooxydans",-1354.01797526114,315505.384295037,-0.00429158436800229,0.996575821602304,-Inf,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"c",NA
"s__Corynebacterium-kroppenstedtii",563.193620750166,120552.550760199,0.00467176859551036,0.996272481525114,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"s__Corynebacterium-pseudogenitalium-tuberculostearicum",930.947865844866,199270.971366445,0.00467176859459836,0.996272481525842,Inf,NA,NA,"T6820",FALSE,"Obese",1,"Not Proteobacteria",0.1,1.1,"c",NA
"s__Dechloromonas-agitata",-83.7054925104488,189.274120494552,-0.4422447838708,0.658312082254821,-0.669053549343855,NA,NA,"T6820",FALSE,"Lean",1,"Proteobacteria",0.15,0.85,"a",NA
